slope_angle,rock_hardness,rainfall_mm,seismic_activity,temp_change,vegetation_cover,crack_density,distance_to_fault,risk_level,rockfall
36.217808319315374,3.355351153623154,114.39917565671855,3.24128477038911,8.00669809868489,37.36408184666985,6.54306321534056,3.6587549384001052,Medium,1
76.55000144869413,3.2228091916479986,161.08646585999728,0.8619318105258311,7.182075110328193,33.291209623140325,0.8003256976593665,4.47391914912087,High,1
61.23957592679836,9.15629122468933,152.03218595803182,4.361972816774075,-7.606145033416059,17.615391250286006,2.42329811453739,32.59868569614803,Medium,1
51.90609389379256,3.245915798645555,30.779980938754736,3.0655811953462075,13.064310122645,60.726667010148795,7.736793464792507,24.347035661962412,Medium,1
20.921304830970556,3.447547535157679,29.84989394829478,0.7860194177847712,4.211805053920489,47.66241605086289,5.286858536788197,39.52076251596051,Low,0
20.919616423534187,7.8345843617616735,53.63487354898267,4.811690287406034,-0.9068619716078941,86.57009923240037,9.279690617870447,45.813541867176575,Medium,0
14.065852851773963,5.04765858205486,72.21494526820744,2.591827316676603,8.913464587382666,3.2109580482058253,4.287514083413543,19.41834388357738,Medium,0
70.63233020424546,7.990395012596631,81.69111628169652,0.364492259358275,-3.5658635399591487,64.38679275551263,8.698123658139231,29.820501329232314,Medium,1
52.078050822024615,1.588295418079467,135.93944336666905,3.134164522075336,7.337745926158011,76.29488785115612,4.489554374782375,25.034831389765493,High,1
59.56508044572318,5.388140743060458,11.33608643316708,1.2659945350640511,-9.007219810693819,75.94865691883071,9.792482787019853,49.080532782121644,Medium,0
11.440914600706172,1.3025224016495436,6.934540845213277,4.0184672593865125,10.985200940231799,88.60739670955252,9.598343813988768,41.55422036782976,Medium,1
77.8936896513396,1.5638788310981906,78.38211258878181,4.089110367830953,1.2042711755329623,72.9033742829494,3.2913670555608032,45.58688541386768,High,1
68.27098485602953,9.157937080099698,139.4327384275961,4.894736779273309,5.917322858948543,92.78100616476964,8.859236704168032,12.717004378880208,High,1
24.86373774747933,2.2532083400583565,38.687068591296516,2.5093476551225185,-4.469054504832909,33.26565998208915,8.476113742156492,38.62632115812972,Low,0
22.727747704497045,5.791786140476954,128.30089625125035,2.2747843986386855,6.926842816461199,50.32094167515431,2.1068039732756283,13.273661249882446,Medium,0
22.838315689740366,4.699860423406359,51.965627588059895,3.767378027232403,9.306006897331915,1.4079663282890675,6.242904007832697,10.437126671419495,Medium,1
31.29695700716764,4.126089936329584,177.21722176270328,0.6623532817096328,1.8303296721099682,0.6957587303291213,0.7268231558981486,47.21330798277754,Medium,0
46.73295021425665,9.098500111185452,179.1379888533233,2.734577568965621,5.443173101544858,24.012662045151988,8.367107205834616,0.9652208358933323,High,1
40.2361513049481,1.1964105709794055,59.4574408562653,2.7312380006542547,1.4081480955599641,10.080719713908525,1.7454588350349654,48.26943518317148,Medium,0
